y_true,score
0,0.018124105
0,0.020041524
0,0.0013087391
0,0.005900828
0,0.017605297
0,0.0016286349
0,0.0006658387
0,0.0035628239
0,0.0012590393
0,0.0017551456
0,0.0022655504
0,0.0047585005
0,0.012553476
0,0.1914705
0,0.78504723
0,0.012036637
0,0.001435092
0,0.00443184
0,0.018245146
0,0.015813716
0,0.0027618976
0,0.002062401
0,0.021851609
0,0.011898395
0,0.015015609
0,0.20286658
0,0.0014576544
0,0.01989553
0,0.045891613
0,0.019814195
0,0.008728597
0,0.0062124925
0,0.0019171084
0,0.0018586027
0,0.0986276
0,0.010410185
0,0.002417425
0,0.0009814659
0,0.029456176
0,0.0019277474
0,0.0007420725
0,0.008463595
0,0.009407189
0,0.36477473
0,0.0085496325
0,0.005780759
0,0.03986945
0,0.006087811
0,0.13324031
0,0.013472319
0,0.0014455485
0,0.0036237198
0,0.0010890886
0,0.0009085303
0,0.0010561323
0,0.18283741
0,0.007725863
0,0.14057624
0,0.010956352
0,0.0008929384
0,0.08906818
0,0.0028394822
0,0.003223195
0,0.00040928353
0,0.001059426
0,0.013775294
0,0.0078007197
0,0.008085301
0,0.005102369
0,0.010092864
0,0.0038904
0,0.0024543644
0,0.03897952
0,0.008807662
0,0.0032591657
0,0.0012809524
0,0.0008951268
0,0.0017416336
0,0.08538721
0,0.00191369
0,0.0011001208
0,0.009000166
0,0.008106005
0,0.00060386764
0,0.4314846
0,0.0025889864
0,0.007649435
0,0.0013282077
0,0.0041046143
0,0.0037217792
0,0.8022653
0,0.09642072
0,0.6117668
0,0.0021114785
0,0.0018406888
0,0.102606975
0,0.087059125
0,0.037402455
0,0.008837037
0,0.0024856583
0,0.0020257218
0,0.015761273
0,0.007838818
0,0.00092869805
0,0.0014418735
0,0.0014055369
0,0.007490738
0,0.0042804987
0,0.3871846
0,0.016673105
0,0.00095161085
0,0.0029863762
0,0.0038085538
0,0.0020492403
0,0.0055016303
0,0.017601619
0,0.024247808
0,0.07081686
0,0.0049126125
0,0.017189683
0,0.01611
0,0.008611598
0,0.011153255
0,0.32019484
0,0.004826317
0,0.0015531199
0,0.041167982
0,0.006846679
0,0.0020091764
0,0.06884321
0,0.0011565842
0,0.051948104
0,0.00079562375
0,0.0018525814
0,0.0072854417
0,0.01818936
0,0.0068364986
0,0.0033168383
0,0.2830117
0,0.0011253533
0,0.051566552
0,0.0021378899
0,0.0019142685
0,0.055598028
0,0.038712084
0,0.009816758
0,0.0011437944
0,0.00880759
0,0.01800176
0,0.005917009
0,0.0006198396
0,0.07110415
0,0.0021487162
0,0.0007288077
0,0.03890531
0,0.040440056
0,0.0010858978
0,0.0017918062
0,0.009370455
0,0.001486352
0,0.1165025
0,0.00146023
0,0.00081500097
0,0.011697871
0,0.00421753
0,0.012862331
0,0.052037306
0,0.5063668
0,0.0010796491
0,0.029366205
0,0.022248372
0,0.018103544
0,0.0035404423
0,0.011808162
0,0.0021225782
0,0.033684194
0,0.0019429419
0,0.06445269
0,0.0011720619
0,0.007835548
0,0.02945467
0,0.2341475
0,0.035422083
0,0.0063692085
0,0.0027502365
0,0.008963147
0,0.0037149717
0,0.006790192
0,0.010166471
0,0.016817061
0,0.1396546
0,0.0018444872
0,0.024181565
0,0.033219792
0,0.006559344
0,0.023541663
0,0.041375156
0,0.008949772
0,0.0166545
0,0.0023573348
0,0.009659098
0,0.006025104
0,0.003095212
0,0.016090414
0,0.03262821
0,0.009152137
0,0.0014050404
0,0.01041824
0,0.009966364
0,0.0047677997
0,0.014465155
0,0.008184216
0,0.0031023812
0,0.0074205403
0,0.0039555314
0,0.019942177
0,0.62281895
0,0.0007377663
0,0.0053056683
0,0.00629418
0,0.5552893
0,0.010446625
0,0.04871082
0,0.0013562591
0,0.0045883874
0,0.0032012642
0,0.037784535
0,0.008233559
0,0.0034742614
0,0.002705636
0,0.0009052093
0,0.0026974743
0,0.014468433
0,0.0027247688
0,0.003862604
0,0.0015526859
0,0.0012138926
0,0.010099025
0,0.0038942806
0,0.07062391
0,0.18249692
0,0.0030252652
0,0.010835434
0,0.0028291484
0,0.025139939
0,0.0030505788
0,0.015627833
0,0.0078936275
0,0.0019324485
0,0.0055609127
0,0.0008267538
0,0.0047787246
0,0.00055521686
0,0.0022243753
0,0.0027315787
0,0.00078800006
0,0.005992205
0,0.053536426
0,0.0019242349
0,0.0016970541
0,0.028161105
0,0.0045374
0,0.002119724
0,0.16199072
0,0.026765138
0,0.004889021
0,0.017612927
0,0.022720817
0,0.01114115
0,0.007430451
0,0.0013342217
0,0.0008732928
0,0.0022973893
0,0.007595374
0,0.00232753
0,0.0035952216
0,0.0016178172
0,0.61890453
0,0.0016081923
0,0.0038554957
0,0.0064487383
0,0.09772686
0,0.008683421
0,0.0075778724
0,0.0041208165
0,0.0028652344
0,0.0035446584
0,0.022583075
0,0.004932356
0,0.0020781087
0,0.010136936
0,0.005388055
0,0.00873009
0,0.0062242174
0,0.0028679601
0,0.15551595
0,0.5400248
0,0.0074500726
0,0.0064655114
0,0.0015365522
0,0.049230628
0,0.019711005
0,0.0029834427
0,0.05929786
0,0.0023648096
0,0.0048818807
0,0.010922843
0,0.0011999318
0,0.11889485
0,0.004893658
0,0.0061441427
0,0.005217452
0,0.0047994815
0,0.013617774
0,0.026880667
0,0.022585047
0,0.0042194608
0,0.003430988
0,0.0013842685
0,0.007917173
0,0.006338255
0,0.0021059227
0,0.0017204775
0,0.00902612
0,0.007158158
0,0.0022070697
0,0.0037891907
